SAMN03960103	SAMN03960110	
SAMEA4393754	SAMEA104188139	SAMEA3716873	SAMEA2742917	SAMEA104188271	SAMEA4393753	SAMEA104188136	SAMEA4393756	SAMEA104188222	SAMEA70118668	SAMEA104188221	SAMEA2742967	SAMEA4393670	SAMEA2744123	SAMEA70219918	SAMEA104188278	SAMEA4393755	SAMEA2743519	SAMEA70117168	
SAMEA2743771	
SAMEA3716858	
SAMEA2743505	
SAMN02203209	
SAMN02203199	SAMN02203205	
SAMN02203211	SAMEA698617	
SAMN02203198	SAMEA104188317	SAMN02203210	
SAMN02203272	SAMN02203294	
SAMN02203305	SAMN02203306	SAMN02203248	SAMN02203273	SAMN02203299	SAMEA3919962	SAMN02203318	SAMN02203301	SAMEA2743734	SAMN02203214	SAMN02203317	SAMEA2743750	SAMEA3919940	SAMN02203310	SAMN02203215	SAMN02203303	SAMN02203257	SAMN05728322	SAMEA4546765	SAMEA3919980	SAMN02203298	SAMEA2744339	SAMN02203271	SAMN02203208	SAMN02203319	SAMEA2747148	SAMN02203284	SAMN02203311	SAMN02203270	SAMN02203304	
SAMN02203262	
SAMN02203279	SAMN02203201	SAMN05728312	
SAMEA70123168	
SAMN02203295	
SAMEA2445511	SAMEA698540	
SAMEA3894866	
SAMEA3919967	SAMN02203281	SAMEA3919939	
SAMN02203253	SAMN02203252	
SAMN02203268	
SAMN02203285	SAMEA2384831	SAMEA3634979	SAMEA2236472	SAMEA2063635	SAMEA3924017	SAMEA2743790	SAMN05728317	SAMEA698581	SAMEA3924021	SAMEA2746598	SAMEA2384839	SAMEA3924019	SAMEA4547445	SAMN09906536	SAMEA3717858	SAMN02203276	SAMN04901617	SAMN02203275	SAMN02203274	
SAMEA2743735	
SAMEA4547008	
SAMEA3924018	
SAMEA4546792	
SAMEA2743003	
SAMN02205187	SAMEA103891268	SAMN02203237	
SAMEA104188238	SAMN02325175	
SAMEA104188203	SAMEA104188202	SAMEA104188204	
SAMEA104188205	
SAMEA3716941	SAMEA3671680	SAMEA4547096	SAMEA698574	SAMEA2746592	SAMEA104188154	
SAMEA3924008	SAMEA3923981	SAMN10038834	
SAMEA103891476	
SAMN04901610	
SAMEA1466853	SAMEA70205668	
SAMEA3923999	
SAMEA3717013	SAMEA2744063	
SAMEA3716932	SAMEA104188214	SAMEA2743781	SAMEA2747146	
SAMEA2743037	SAMEA3717882	
SAMEA2743832	SAMEA3716959	
SAMEA104188227	SAMEA104188310	
SAMEA104188242	SAMN05728309	SAMN05728310	
SAMEA2742929	SAMEA4546893	SAMN02203313	SAMEA3717164	SAMN05728289	SAMN02203314	SAMEA3716829	SAMN05728291	SAMEA698438	SAMEA3717855	SAMEA3716822	SAMEA3923978	SAMEA2742910	SAMEA103891277	SAMEA70075918	SAMEA70154668	SAMEA2384871	SAMEA3923967	SAMN06847515	SAMEA2742973	SAMEA2743807	SAMEA2743527	SAMN05728304	
SAMEA3924024	
SAMEA3716860	SAMEA2743782	SAMEA3717128	SAMEA2743821	SAMEA104188128	
SAMN02203239	
SAMEA4058924	SAMN08815303	
SAMN02203278	
SAMEA2383466	SAMEA104188178	
SAMEA2236417	SAMEA2063279	SAMEA2228895	SAMN03893335	SAMN02203287	
SAMEA2744143	SAMEA3716984	
SAMEA2746612	SAMEA2743510	SAMEA3716787	
SAMEA3894867	SAMEA698576	
SAMEA3919896	
SAMEA104188164	SAMEA104281542	
SAMEA3717157	SAMEA104188110	SAMEA104188109	
SAMEA3929386	SAMEA3716975	SAMEA2743508	SAMEA4546908	SAMEA4546935	SAMEA104188052	SAMEA2743785	SAMEA104188311	SAMEA3919841	SAMEA698437	SAMEA4546937	SAMEA4546912	SAMEA698283	SAMEA3716897	SAMEA104188175	SAMEA698281	SAMN02383742	
SAMEA104188113	SAMEA1317583	SAMEA1317462	SAMEA1464600	SAMEA104188114	SAMEA1464230	SAMEA104188117	SAMN02403739	SAMEA104188111	
SAMEA3717177	SAMEA104188127	SAMEA1317575	SAMEA3717141	SAMEA2765825	
SAMEA3923876	
SAMEA4546783	
SAMEA104188240	SAMEA3716973	SAMEA2747149	SAMEA3717161	SAMN10038858	SAMEA104188241	SAMN10038852	SAMEA2747118	
SAMEA4547153	
SAMEA3716850	
SAMEA3717875	SAMN02403742	SAMEA4547098	SAMEA3716606	SAMEA2742983	SAMEA3716891	SAMEA2743819	SAMEA2742970	SAMEA70228168	SAMEA2744133	SAMEA3716966	
SAMN02381698	SAMN02381710	SAMN07719269	SAMN02383651	SAMEA1034993	
SAMN02384094	SAMEA2384510	SAMN02403825	SAMN02314228	SAMN10038971	SAMN02385402	SAMN10038976	SAMEA2384575	SAMN02334682	SAMN10038972	SAMN02398872	
SAMEA103891498	SAMN02384148	SAMN02384120	SAMN02403711	SAMN03013097	SAMN10038845	SAMEA2384406	SAMN02381591	SAMN02865137	SAMN02384125	SAMEA4008673	SAMN02649780	SAMN03013098	SAMN02403713	SAMEA2063145	SAMEA2383905	SAMN09847840	SAMEA2236409	
SAMN03859729	
SAMN02402648	SAMN02398816	SAMN02398903	SAMN02402385	
SAMEA2747130	SAMEA3924040	SAMEA3717162	
SAMN02381628	SAMN02385475	SAMN02820954	SAMN02402588	
SAMN02403703	
SAMEA3919842	SAMN02364050	SAMN02363985	
SAMN02325843	SAMN02325830	SAMN00809045	SAMN02334625	SAMN02334622	
SAMEA2063447	SAMEA2063642	SAMEA2236480	SAMEA2228825	SAMEA2236440	
SAMEA2228865	
SAMN01922335	
SAMN02325570	SAMN02325549	SAMN02325555	SAMN02325688	SAMN02325571	SAMN02325559	SAMEA2743767	
SAMEA2383913	SAMN02403665	SAMEA2384756	SAMEA2384398	SAMN02314224	
SAMN02350633	SAMN02360777	SAMN02350577	SAMN02360949	SAMN02350583	SAMN02364032	SAMN02364025	SAMN00839758	SAMN02364004	SAMN02350551	
SAMN02381629	SAMN02325736	
SAMN02820945	SAMN02403726	SAMN02325779	SAMN02325650	SAMEA2063462	SAMN04505147	SAMEA2236455	SAMN02325751	SAMN00809077	
SAMN02820953	SAMN02820948	
SAMN02325194	SAMN02325187	
SAMN09906557	SAMN09906699	SAMN09906537	
SAMN00792155	SAMN02865206	SAMN02325810	SAMN02325752	
SAMN02325805	SAMN00809081	SAMN02325853	SAMEA3923872	SAMN06640061	SAMN02403666	SAMEA103891469	SAMN02325182	SAMN09906555	SAMN02360845	SAMN00792139	SAMN02403734	SAMN02325315	SAMN02325351	SAMN02325149	SAMN02325158	SAMN02325193	SAMN02325332	SAMN02364049	
SAMN00809075	
SAMN02325174	
SAMN02325657	
SAMN02403782	SAMN02403806	SAMEA2383520	SAMN02403814	
SAMEA2384110	SAMEA2384495	SAMN02403812	SAMEA2384047	SAMN02403817	SAMN02403793	SAMN06640083	SAMEA2384514	SAMEA103891513	SAMN00792144	SAMN02403827	SAMEA2384078	
SAMEA2385130	
SAMN02384093	SAMN02384073	SAMN02383616	
SAMN02385497	
SAMEA2384870	SAMN02360918	SAMN03473909	SAMN02360930	SAMN02360890	SAMN02360957	SAMN02865034	SAMEA3929227	SAMN02385514	SAMEA103891437	SAMEA4547735	SAMN09847822	SAMN02350567	SAMN02360921	SAMN02403684	SAMN06231118	SAMN02865220	SAMN09847819	SAMN02403695	SAMEA3929238	SAMEA3923873	SAMN00809093	SAMN02403692	SAMN09847823	SAMN02334626	SAMN02649751	SAMN04022940	SAMN02865026	SAMN09906538	SAMEA2384866	SAMN09847820	SAMN02360942	SAMN00839754	SAMEA3923902	
SAMN02402517	SAMN02398914	SAMN02385431	SAMN02385479	SAMN02385376	
SAMN02381673	SAMN02381463	SAMN02398837	SAMN02402540	SAMN02383762	SAMEA70258168	SAMN02402501	SAMN02398787	SAMN02383686	SAMN02402620	SAMN02398817	SAMN02385461	SAMN02385510	SAMN02402390	SAMN02383725	SAMN02385476	SAMN02381637	SAMN02398913	SAMN03893366	
SAMN02402547	
SAMEA103891506	
SAMN03893374	
SAMN02649777	
SAMN10038728	SAMN10038817	
SAMEA103891329	SAMEA103891343	SAMEA70246918	
SAMN10038774	
SAMN02325636	SAMEA103891447	SAMN02325414	
SAMN02403687	
SAMN00792149	SAMN02325560	SAMN02381725	SAMN02325629	SAMN02364057	SAMN02383718	SAMN02384064	SAMN02325589	SAMN02383746	SAMEA2384414	SAMN02403678	
SAMN02385498	
SAMN02385408	
SAMN02360762	SAMEA103891413	SAMN02334634	SAMN02381508	SAMN02403672	SAMEA103891422	SAMN06640075	SAMN06847412	SAMN00809049	SAMN02381530	
SAMEA2664707	
SAMEA1572374	
SAMN03893369	
SAMEA1034962	SAMN09906573	SAMN02398776	SAMN02649774	
SAMN02402617	SAMN02402618	SAMN02398764	SAMN02402497	SAMN02381569	
SAMN02398834	SAMN10038878	
SAMN02402539	
SAMN02402585	SAMN06640084	SAMN02383668	SAMEA103891537	SAMN09906701	SAMN02403707	SAMN02398772	SAMN02402524	SAMN02402641	SAMN02398819	SAMEA103891449	SAMN02383692	SAMN09906576	
SAMEA2384328	SAMN00839752	SAMN02383782	SAMN02383619	SAMN02383724	SAMEA2383922	SAMN02649811	
SAMN02381484	SAMN02381657	
SAMN02325240	
SAMN02360824	SAMN02360894	SAMN09906564	SAMN00809082	SAMN02360966	SAMN02360810	SAMN02360967	
SAMN02360832	SAMN10038838	SAMN10038738	
SAMN02325808	
SAMN02325656	SAMN02334630	SAMN02334680	
SAMN02325734	SAMN01125834	SAMN02325764	SAMN02325176	SAMN02325291	SAMN02334618	SAMN02325803	SAMN02325295	SAMN02325841	SAMN01047812	SAMN02325645	
SAMN02325274	
SAMN00839749	
SAMN02334623	SAMN02325726	SAMN02334645	SAMN02325298	SAMN02325246	
SAMN00809031	
SAMN06231087	
SAMN02403709	SAMEA2167453	SAMEA1531741	
SAMN03473911	SAMN02649773	SAMN02381746	
SAMN02381521	SAMN10038754	SAMN07291562	SAMN02649744	
SAMN02314227	SAMN06321021	SAMEA4008702	SAMN02649770	
SAMN01047810	SAMN02325778	SAMN02325740	SAMN02325292	SAMN02403723	SAMN02403686	SAMN02325835	SAMN02325741	
SAMN02325765	
SAMN10038781	
SAMEA2384837	SAMN02403725	SAMN09906546	SAMN02800726	SAMN02334663	SAMN01047817	SAMN02403698	SAMN00809189	SAMEA2384869	SAMN02325813	SAMN02325852	SAMN00809196	SAMN02800729	SAMEA2043031	SAMN02800727	SAMN10038751	SAMN00809090	SAMN02334658	SAMN02381448	SAMN02350634	SAMN02325817	SAMN02334637	SAMN10038808	SAMN10038731	
SAMEA3322996	SAMEA3283386	SAMEA3283371	SAMEA3283507	SAMEA3283639	SAMEA3283380	SAMEA3283308	
SAMEA3322976	SAMEA3322979	SAMEA3322969	SAMEA3323063	SAMEA3322941	SAMEA3323061	
SAMN02339955	
SAMN00809156	
SAMN02381492	SAMN02381559	SAMN02381558	SAMN02403675	SAMN02381741	SAMEA103891525	
SAMEA1485137	
SAMN02360854	SAMN02325771	
SAMN10038899	SAMN10038825	
SAMEA2384810	
SAMEA2384850	SAMN10038859	SAMN02403780	SAMN02325161	SAMN10038744	SAMN02325454	SAMN02325804	SAMN06640060	SAMN02325608	SAMN06231138	SAMN02325413	SAMN02334701	SAMN02360904	SAMN00809047	SAMN02403820	SAMN10038860	SAMN10038734	SAMEA103891538	SAMEA2384679	SAMN02360898	SAMEA2827189	SAMN10038807	SAMN02350607	SAMN10038813	SAMN10038877	SAMN02403718	SAMN02325463	SAMN02403706	SAMN02403776	SAMN02350602	SAMN02325856	SAMN02325655	SAMN10038897	SAMN02350574	SAMN00839748	SAMN02325241	SAMN02325492	SAMN10038786	SAMN02325441	
SAMN00839760	
SAMN02325857	SAMN02325762	SAMN02360766	SAMN02334681	SAMN00809168	SAMN02325144	SAMN00809043	SAMN02325405	SAMN00809180	SAMN02325823	SAMN00809051	SAMN02325385	SAMN02325374	SAMN02360963	SAMN02325797	SAMN02325378	SAMN02325252	SAMN02334650	SAMN02325409	SAMN02325787	SAMN02363980	SAMN02325387	SAMN02325283	SAMN00792138	SAMN02325717	SAMN02325243	SAMN02403722	SAMN02325820	
SAMN02325384	
SAMN02325390	
SAMN02325438	
SAMN02325484	
SAMN02360903	
SAMN01125846	
SAMN01125845	
SAMN02325266	SAMN00809164	SAMN02325272	SAMN02325273	SAMN02360883	
SAMN02325708	SAMN00792163	SAMN02364063	SAMN00792164	SAMN02350624	SAMN02360864	SAMN02325707	SAMN00792165	SAMN02325539	SAMN02325431	SAMN00792166	SAMN02360893	SAMN02360948	SAMN00809060	SAMN02325601	SAMN02360823	SAMN02325595	SAMN00809063	
SAMN02360830	
SAMN02360844	
SAMN02381534	SAMN03893367	SAMEA103891429	SAMN06698296	SAMN02381531	SAMN06847391	SAMEA698623	SAMN10038876	SAMEA2236412	SAMN10038854	SAMN03893343	SAMN02403681	SAMEA2445428	SAMN04901618	
SAMN02334664	
SAMN02360774	SAMN02350596	SAMN02350582	SAMN02350572	SAMN02360916	SAMN00809076	SAMN02364018	SAMN02360951	SAMN02364035	SAMN00809068	SAMN02360929	SAMN02364014	SAMN02364042	SAMN02360906	SAMN02360953	
SAMN02364039	
SAMN02350610	
SAMEA103891433	
SAMN02325715	SAMN02360805	SAMN00809037	SAMN02325697	SAMN02325799	SAMN02339960	
SAMN10038761	
SAMEA2063274	
SAMEA2228969	
SAMN02334684	SAMN02360878	SAMN02360793	SAMN02350622	SAMN02360808	SAMN02360815	SAMN02350613	SAMN02334657	SAMN02360775	SAMN02325242	SAMN00809066	SAMN02334677	SAMN02350626	SAMN02325227	SAMN02360786	SAMN02364009	SAMN02363977	SAMN02325673	SAMN02325228	
SAMN02360857	
SAMN02350558	
SAMN02334667	
SAMN02325237	
SAMN02360871	
SAMN02360799	SAMN02360869	SAMN00809163	SAMN02325854	SAMN02360827	SAMN02364030	SAMN00809046	SAMN02350552	SAMN02325761	SAMN09906574	SAMN02325305	SAMN00809155	SAMN02325262	SAMN09906578	SAMN02325358	SAMN02325325	SAMN00792152	SAMN02360867	SAMEA698720	SAMN02325731	SAMN02325471	SAMN02364029	SAMN02325755	SAMN02325340	SAMN02325443	SAMN02325360	SAMN02360858	SAMN02325369	SAMN02360965	SAMN09906563	SAMEA103891410	SAMN02325362	SAMN02325773	SAMN02325451	SAMN09906688	SAMN00792157	SAMN02325303	SAMN02350555	SAMN02325739	SAMN01125835	SAMN02360861	SAMN02360955	SAMN02325267	SAMN02325464	SAMN02325834	SAMN02360876	
SAMN02364060	
SAMN02334636	
SAMN02334683	
SAMN02360819	
SAMN02360784	
SAMN02325316	
SAMN02325775	SAMN09906567	
SAMN02325226	
SAMN02325164	
SAMN02325682	SAMN02325163	SAMN02325178	SAMN02325540	SAMN02325170	SAMN02325177	SAMN02325165	SAMN02325179	
SAMN00809054	
SAMN00809057	SAMN02334638	SAMN02334690	SAMN02360835	SAMN02334691	SAMN09906541	SAMN02360767	SAMN02325702	
SAMN02350597	
SAMN02325737	
SAMN02360772	SAMN02350595	SAMN02364066	
SAMN02325450	SAMN02325663	
SAMN04480425	
SAMN03893398	SAMN02381836	
SAMEA2742969	SAMEA2743818	
SAMN02398757	SAMN10038782	SAMN02385518	
SAMN02325453	SAMN02325419	SAMN00809094	SAMN02381792	SAMN02350573	SAMN02403701	SAMN02325436	SAMN02350565	
SAMN02403802	SAMN02334693	SAMEA2384849	
SAMN02350580	SAMN02325304	SAMN02325302	SAMN02325350	SAMN02325322	SAMN06640045	SAMN02360782	SAMN02403764	SAMN02334696	SAMN02325256	
SAMEA2744122	SAMEA2744121	SAMEA2743035	SAMEA2742921	SAMN03197136	SAMEA2742945	SAMN03197054	SAMEA2743786	
SAMEA3717864	SAMEA2742918	SAMEA3919839	SAMEA3716949	SAMN02381433	SAMEA3716801	SAMN02383655	SAMN02403773	
SAMN02649793	
SAMN09847845	SAMN01922303	SAMN08470710	SAMEA2236485	SAMN09847847	SAMN04498889	SAMN03893385	SAMN09847809	SAMEA2063143	SAMN09847808	SAMN02398854	SAMEA2236407	SAMEA2063647	
SAMN09847836	
SAMN09847858	SAMEA2228820	
SAMEA2743805	SAMEA1464454	SAMEA3717030	SAMN03197298	SAMEA2662263	SAMN03197296	SAMEA2742934	SAMEA2662161	SAMN03359461	SAMEA3716551	SAMN03197300	SAMEA2384554	SAMEA2662301	SAMN06847405	SAMN03255448	SAMN09847846	SAMN01047808	SAMN09906614	SAMN06624492	SAMN03197302	SAMEA2710410	SAMN03960090	SAMN08815535	SAMEA2662012	SAMN03359594	SAMEA2662270	SAMN03960099	
SAMN09847835	
SAMN10038789	SAMN10038785	SAMN00622359	
SAMEA4546798	SAMN02383723	SAMEA698537	
SAMN08717631	SAMN08717664	SAMN08717615	SAMN08717668	
SAMEA3283547	SAMEA3283237	SAMEA3283372	SAMEA3283213	
SAMEA3283596	
SAMEA3322823	
SAMEA3283270	
SAMEA3283305	
SAMN02381686	
SAMN02381755	SAMN02381703	SAMN02381482	SAMN03893332	
SAMN02385440	
SAMN02383622	SAMN02402606	SAMN02402605	SAMN02398843	SAMN02402512	
SAMN02398890	
SAMN02385409	SAMN02385534	SAMN02384077	SAMN02385426	
SAMEA2445583	SAMEA2063443	SAMEA2236436	SAMN02203204	
SAMN02849705	SAMN02849703	SAMN02849706	SAMN02849702	SAMN02849707	
SAMN02849704	
SAMN02325220	SAMN02325318	SAMN02325672	SAMN02325279	SAMN02325209	SAMN02325354	SAMN02325219	SAMN02325284	SAMN02325126	SAMEA103891360	SAMN02325592	
SAMN02325213	
SAMN02325483	
SAMN02325306	SAMN02325335	SAMN01125836	SAMN02325455	SAMN02325459	SAMN02325432	SAMN02325324	SAMN02325509	
SAMN02325410	
SAMEA2445502	SAMEA2445574	
SAMN02385551	SAMEA1565118	SAMEA1565040	SAMEA2710590	SAMN02384067	SAMN10038848	SAMN02384134	SAMN00809161	SAMN02398815	SAMN02383637	
SAMEA2743498	
SAMEA2746597	
SAMEA2743778	
SAMEA2743789	
SAMEA4721741	SAMEA4721723	SAMEA4721731	SAMN02203207	SAMEA4721697	SAMEA4721705	SAMEA4721686	SAMEA4721690	
SAMEA4721721	
SAMEA4721722	SAMEA698543	SAMEA104188313	SAMEA4721681	SAMEA4721708	SAMEA3717123	SAMEA4721703	SAMEA4721693	SAMEA4721719	SAMEA4721698	SAMEA4721740	SAMEA4721710	SAMEA3923946	SAMEA1929486	SAMEA4721717	SAMEA4721699	SAMEA4721734	SAMEA4721730	SAMEA4721732	SAMEA4721724	SAMEA2742991	SAMEA4721684	SAMEA4721704	SAMEA4721718	SAMEA4721737	SAMEA4721726	SAMEA4721713	SAMEA2743514	SAMEA4721725	SAMEA4721691	SAMEA4721689	SAMEA4721712	SAMEA4721738	SAMEA4721707	SAMEA4721680	SAMEA4721687	SAMEA4721715	SAMEA4721706	SAMEA4721692	SAMEA4721695	SAMEA4546766	SAMEA4721685	SAMEA4721735	SAMEA3717891	SAMEA4721682	SAMEA4721688	SAMEA4721733	SAMEA4721702	SAMEA4721694	SAMEA4721727	SAMEA2445487	SAMEA4721709	SAMEA4721714	SAMEA4721683	SAMEA2742951	
SAMEA4721701	
SAMEA4721696	
SAMEA4721711	
SAMEA4721716	
SAMEA4721729	
SAMEA4721736	
SAMEA4721700	
SAMEA4721739	
SAMEA4721728	
SAMEA4721720	
SAMN02385485	SAMN02385464	
SAMN06640028	SAMN10038977	
SAMN09847830	SAMN06231097	SAMN09847827	SAMN09847826	SAMN09847825	SAMN09847828	
SAMN02865075	
SAMN00809061	
SAMN10038803	
SAMN10038900	
SAMN02325264	SAMN02325536	SAMN02325345	SAMN02339961	SAMN02325245	SAMN02325250	SAMN02325620	SAMN02325199	SAMN01125838	SAMN02325201	SAMN02325224	
SAMN02364051	SAMN00809194	
SAMN02360794	SAMN02339963	SAMN02334671	SAMN02325507	SAMN02325301	SAMN00809169	SAMN06640044	SAMN02325757	SAMN02325587	
SAMEA2063630	SAMEA2228838	SAMN09906710	SAMN10038828	SAMEA2236467	
SAMN02325499	SAMN02325527	SAMN09906693	SAMN02350564	SAMN02364043	SAMN02364047	SAMN00809058	
SAMN02325840	SAMN02325814	SAMN02325836	SAMN02325768	SAMN02325729	
SAMN09906698	SAMN02350599	SAMN02381684	SAMN02325818	SAMN02350563	SAMN02339953	
SAMN02334620	SAMN02325782	SAMN02325816	
SAMN02364006	
SAMN02364065	
SAMN02364056	
SAMN02334654	SAMN00809035	SAMN02350619	SAMN02339958	SAMN02350630	SAMN02350631	SAMN02334674	SAMN02325738	SAMN02325846	SAMN02325851	SAMN02364064	SAMN00809088	SAMN02364055	SAMN02350625	
SAMN02325798	SAMN02339943	SAMN00839761	SAMN02325716	SAMN02325744	SAMN02350603	SAMN02360791	SAMN02325759	
SAMN02364038	
SAMN02364016	
SAMN02325703	SAMN02350604	SAMN02364070	SAMN02325780	SAMN00839751	SAMN02364013	SAMN02334624	SAMN02339968	SAMN02339969	SAMN02360812	SAMN02350635	
SAMN02334642	
SAMN02350559	
SAMN02364059	
SAMN02350589	
SAMN06640039	
SAMEA2384890	SAMEA2384857	
SAMN02820949	SAMN02403142	SAMN02820942	
SAMN09847839	SAMN09847838	
SAMN02325299	SAMN02403680	SAMN02403677	SAMEA3919960	SAMN06640050	SAMN02381745	SAMN02381676	SAMN02865133	SAMN06640191	SAMN02865140	
SAMEA1572347	SAMEA2664264	SAMEA2665036	SAMEA2663856	
SAMEA2664026	
SAMN01047807	SAMN02325584	
SAMN02325580	
SAMN02325745	SAMN02364062	SAMN02364068	SAMN02325795	SAMN02334699	SAMN02325623	
SAMEA2445580	SAMN06640074	
SAMN02363995	SAMN02363996	SAMN02363994	SAMN02363976	SAMN02363998	
SAMN09906577	SAMN02325308	SAMN02403710	
SAMN02350569	SAMN00809086	SAMN02350566	
SAMN02360900	SAMN02325694	SAMN02381753	SAMN02385364	SAMN09906535	SAMN02334635	SAMN02325593	SAMN09847853	SAMN02325826	SAMN09906705	SAMEA103891407	SAMEA103891515	SAMN02649766	SAMN00809071	SAMN02325720	SAMN02325452	SAMN02325565	SAMN06640040	
SAMN00839747	
SAMN02363991	
SAMN00809079	
SAMN02360872	SAMN02364031	SAMN02360863	SAMN02360842	SAMN02360971	SAMN02360954	SAMN02363975	SAMN02364054	SAMN02360901	SAMN02360841	SAMN02360902	SAMN02360947	SAMN02360915	SAMN02364040	SAMN02364021	
SAMN00809070	
SAMN02360913	
SAMN02364053	
SAMN02364026	
SAMN02364034	
SAMN06640099	SAMN02385381	SAMEA104188063	
SAMN02403140	SAMN02403157	SAMN02403190	SAMN02403191	SAMN02403158	SAMN02383804	SAMN02383829	
SAMEA104188157	SAMEA103891489	SAMEA1317469	SAMN10038880	SAMEA104188156	
SAMEA2536985	SAMEA2536997	SAMEA4547224	SAMEA2537000	
SAMN02325190	SAMEA2384873	SAMEA1929487	SAMN02403750	SAMEA4546973	SAMEA1464381	SAMEA1929488	SAMN02325195	SAMN10163196	SAMEA3924103	SAMEA2445443	SAMN05728285	SAMEA1464542	SAMEA70217668	
SAMEA3716823	SAMEA3929356	SAMEA3716956	SAMEA3717192	SAMEA3716952	
SAMEA3716621	SAMEA2743780	SAMEA2743769	SAMEA3716782	SAMEA2742922	SAMEA3717893	SAMEA2743282	SAMEA3716948	SAMN02203258	SAMEA2743270	
SAMEA3717880	SAMEA3716933	
SAMEA2742955	
SAMEA2743814	SAMEA3717163	SAMEA3717135	SAMEA2744118	SAMEA2765399	
SAMEA3716845	SAMEA2743801	SAMEA2743833	SAMEA3716831	SAMEA3717850	SAMEA104188058	SAMEA2743800	
SAMEA1464217	SAMN04498608	SAMEA1469613	
SAMN06847423	SAMN09906586	
SAMN02203240	
SAMN02360769	SAMN02360768	SAMN02360801	
SAMN02385546	SAMN01758970	SAMEA103891442	SAMN02314206	
SAMN02402576	
SAMN02203266	SAMN02203212	SAMN02203265	SAMN02203297	
SAMN02203247	
SAMN02203316	
SAMN02203236	SAMN02203261	
SAMEA103891425	SAMEA103891421	
SAMN02403731	SAMN02403688	SAMN02403728	
SAMN02403683	
SAMN02403693	SAMN02403717	SAMN02403735	SAMN02403712	SAMN02403714	
SAMEA2445541	SAMN09906602	SAMEA2384321	SAMN06847400	
SAMN10038743	SAMN10038750	SAMN10038798	SAMN10038832	
SAMN10038816	SAMN10038898	SAMN10038783	SAMN10038784	SAMN10038885	SAMN10038730	
SAMN10038895	SAMN10038739	SAMN10038866	SAMN10038837	
SAMN10038810	
SAMN02402629	SAMN02398777	SAMN02403720	SAMN02649798	
SAMN02403805	SAMEA2742972	SAMN02403201	SAMN02403203	SAMN02398909	SAMN00809073	SAMEA4008656	SAMEA4546831	SAMEA2743723	SAMN02360899	SAMEA2742988	SAMEA698409	SAMN02360895	
SAMN00792130	SAMN10038871	SAMN10038818	SAMN00809065	SAMEA2384818	SAMN02360847	SAMEA70121668	SAMN00716086	SAMN02385491	SAMN10038788	SAMEA2743809	
SAMN00716088	
SAMN00716080	
SAMEA3919877	SAMEA104188261	SAMN10038847	SAMEA3919925	SAMN02381671	SAMN02381747	SAMEA3929296	SAMN02203280	SAMEA104188231	SAMEA2384813	SAMEA104188233	SAMEA3929231	
SAMEA4008718	SAMN02403745	SAMN02403743	
SAMN02384119	SAMN02384108	SAMN02385407	
SAMEA4008664	SAMN03893329	SAMEA2445666	
SAMEA4546782	SAMEA4546818	SAMEA4546781	SAMEA4546819	SAMEA3923972	SAMEA4546989	
SAMEA1929489	SAMN02203292	SAMEA103891475	SAMN02203269	SAMN02203254	SAMN02381668	SAMEA698200	SAMN02403702	SAMEA4546939	SAMN02203251	SAMN02203242	SAMEA3923877	SAMN02203246	SAMEA698239	SAMN02203260	
